Service,Port,Protocol,Description
nssalertmgr,4453,udp,NSS Alert Manager
nssagentmgr,4454,udp,NSS Agent Manager
prchat-user,4455,udp,PR Chat User
prchat-server,4456,udp,PR Chat Server
prRegister,4457,udp,PR Register
mcp,4458,udp,Matrix Configuration Protocol
,4460,udp,Reserved
hpssmgmt,4484,udp,hpssmgmt service
,4485,udp,Reserved
icms,4486,udp,Integrated Client Message Service
,4487,udp,Reserved
awacs-ice,4488,udp,Apple Wide Area Connectivity Service ICE Bootstrap
ipsec-nat-t,4500,udp,IPsec NAT-Traversal
armagetronad,4534,udp,Armagetron Advanced Game Server
ehs,4535,udp,Event Heap Server
ehs-ssl,4536,udp,Event Heap Server SSL
wssauthsvc,4537,udp,WSS Security Service
swx-gate,4538,udp,Software Data Exchange Gateway
worldscores,4545,udp,WorldScores
sf-lm,4546,udp,SF License Manager (Sentinel)
lanner-lm,4547,udp,Lanner License Manager
synchromesh,4548,udp,Synchromesh
aegate,4549,udp,Aegate PMR Service
gds-adppiw-db,4550,udp,Perman I Interbase Server
ieee-mih,4551,udp,MIH Services
menandmice-mon,4552,udp,Men and Mice Monitoring
,4553,udp,Reserved
msfrs,4554,udp,MS FRS Replication
rsip,4555,udp,RSIP Port
dtn-bundle,4556,udp,DTN Bundle UDP CL Protocol
mtcevrunqss,4557,udp,Marathon everRun Quorum Service Server
mtcevrunqman,4558,udp,Marathon everRun Quorum Service Manager
hylafax,4559,udp,HylaFAX
,4563,udp,Reserved
kwtc,4566,udp,Kids Watch Time Control Service
tram,4567,udp,TRAM
bmc-reporting,4568,udp,BMC Reporting
iax,4569,udp,Inter-Asterisk eXchange
,4570,udp,Reserved
,4573,udp,Reserved
,4590,udp,Reserved
l3t-at-an,4591,udp,HRPD L3T (AT-AN)
hrpd-ith-at-an,4592,udp,HRPD-ITH (AT-AN)
ipt-anri-anri,4593,udp,IPT (ANRI-ANRI)
ias-session,4594,udp,IAS-Session (ANRI-ANRI)
ias-paging,4595,udp,IAS-Paging (ANRI-ANRI)
ias-neighbor,4596,udp,IAS-Neighbor (ANRI-ANRI)
a21-an-1xbs,4597,udp,A21 (AN-1xBS)
a16-an-an,4598,udp,A16 (AN-AN)
a17-an-an,4599,udp,A17 (AN-AN)
piranha1,4600,udp,Piranha1
piranha2,4601,udp,Piranha2
,4602,udp,Reserved
,4603,udp,Reserved
,4604,udp,Reserved
,4605,udp,Reserved
,4606,udp,Reserved
ventoso,4621,udp,Bidirectional single port remote radio VOIP and Control stream
dots-signal,4646,udp,"Distributed Denial-of-Service Open Threat Signaling (DOTS) Signal Channel Protocol. The service name is used to construct the SRV service names ""_dots-signal._udp"" and ""_dots-signal._tcp"" for discovering DOTS servers used to establish DOTS signal channel."
playsta2-app,4658,udp,PlayStation2 App Port
playsta2-lob,4659,udp,PlayStation2 Lobby Port
smaclmgr,4660,udp,smaclmgr
kar2ouche,4661,udp,Kar2ouche Peer location service
oms,4662,udp,OrbitNet Message Service
noteit,4663,udp,Note It! Message Service
ems,4664,udp,Rimage Messaging Server
contclientms,4665,udp,Container Client Message Service
eportcomm,4666,udp,E-Port Message Service
mmacomm,4667,udp,MMA Comm Services
mmaeds,4668,udp,MMA EDS Service
eportcommdata,4669,udp,E-Port Data Service
light,4670,udp,Light packets transfer protocol
acter,4671,udp,Bull RSF action server
rfa,4672,udp,remote file access server
cxws,4673,udp,CXWS Operations
appiq-mgmt,4674,udp,AppIQ Agent Management
dhct-status,4675,udp,BIAP Device Status
dhct-alerts,4676,udp,BIAP Generic Alert
bcs,4677,udp,Business Continuity Servi
traversal,4678,udp,boundary traversal
mgesupervision,4679,udp,MGE UPS Supervision
mgemanagement,4680,udp,MGE UPS Management
parliant,4681,udp,Parliant Telephony System
finisar,4682,udp,finisar
spike,4683,udp,Spike Clipboard Service
rfid-rp1,4684,udp,RFID Reader Protocol 1.0
autopac,4685,udp,Autopac Protocol
msp-os,4686,udp,Manina Service Protocol
nst,4687,udp,Network Scanner Tool FTP
mobile-p2p,4688,udp,Mobile P2P Service
altovacentral,4689,udp,Altova DatabaseCentral
prelude,4690,udp,Prelude IDS message proto
mtn,4691,udp,monotone Netsync Protocol
conspiracy,4692,udp,Conspiracy messaging
netxms-agent,4700,udp,NetXMS Agent
netxms-mgmt,4701,udp,NetXMS Management
netxms-sync,4702,udp,NetXMS Server Synchronization
,4703,udp,Reserved
,4704,udp,Reserved
trinity-dist,4711,udp,Trinity Trust Network Node Communication
truckstar,4725,udp,TruckStar Service
a26-fap-fgw,4726,udp,A26 (FAP-FGW)
fcis-disc,4727,udp,F-Link Client Information Service Discovery
capmux,4728,udp,CA Port Multiplexer
gsmtap,4729,udp,GSM Interface Tap
gearman,4730,udp,Gearman Job Queue System
,4731,udp,Reserved
ohmtrigger,4732,udp,OHM server trigger
,4733,udp,Reserved
ipdr-sp,4737,udp,IPDR/SP
solera-lpn,4738,udp,SoleraTec Locator
ipfix,4739,udp,IP Flow Info Export
ipfixs,4740,udp,ipfix protocol over DTLS
lumimgrd,4741,udp,Luminizer Manager
sicct-sdp,4742,udp,SICCT Service Discovery Protocol
openhpid,4743,udp,openhpi HPI service
ifsp,4744,udp,Internet File Synchronization Protocol
fmp,4745,udp,Funambol Mobile Push
intelliadm-disc,4746,udp,IntelliAdmin Discovery
buschtrommel,4747,udp,peer-to-peer file exchange protocol
profilemac,4749,udp,Profile for Mac
ssad,4750,udp,Simple Service Auto Discovery
spocp,4751,udp,Simple Policy Control Protocol
snap,4752,udp,Simple Network Audio Protocol
simon-disc,4753,udp,Simple Invocation of Methods Over Network (SIMON) Discovery
gre-in-udp,4754,udp,GRE-in-UDP Encapsulation
gre-udp-dtls,4755,udp,GRE-in-UDP Encapsulation with DTLS
,4756,udp,Reserved
,4774,udp,Reserved
bfd-multi-ctl,4784,udp,BFD Multihop Control
cncp,4785,udp,Cisco Nexus Control Protocol
,4786,udp,Reserved
,4787,udp,Reserved
,4788,udp,Reserved
vxlan,4789,udp,Virtual eXtensible Local Area Network (VXLAN)
vxlan-gpe,4790,udp,Generic Protocol Extension for Virtual eXtensible Local Area Network (VXLAN)
roce,4791,udp,IP Routable RocE
iims,4800,udp,Icona Instant Messenging System
iwec,4801,udp,Icona Web Embedded Chat
ilss,4802,udp,Icona License System Server
notateit-disc,4803,udp,Notateit Messaging Discovery
aja-ntv4-disc,4804,udp,AJA ntv4 Video System Discovery
htcp,4827,udp,HTCP
varadero-0,4837,udp,Varadero-0
varadero-1,4838,udp,Varadero-1
varadero-2,4839,udp,Varadero-2
opcua-udp,4840,udp,OPC UA Multicast Datagram Protocol
quosa,4841,udp,QUOSA Virtual Library Service
gw-asv,4842,udp,nCode ICE-flow Library AppServer
opcua-tls,4843,udp,OPC UA TCP Protocol over TLS/SSL
gw-log,4844,udp,nCode ICE-flow Library LogServer
wcr-remlib,4845,udp,WordCruncher Remote Library Service
contamac-icm,4846,udp,"Contamac ICM Service IANA assigned this well-formed service name as a replacement for ""contamac_icm""."
contamac_icm,4846,udp,Contamac ICM Service
wfc,4847,udp,Web Fresh Communication
appserv-http,4848,udp,App Server - Admin HTTP
appserv-https,4849,udp,App Server - Admin HTTPS
sun-as-nodeagt,4850,udp,Sun App Server - NA
derby-repli,4851,udp,Apache Derby Replication
unify-debug,4867,udp,Unify Debugger
phrelay,4868,udp,Photon Relay
phrelaydbg,4869,udp,Photon Relay Debug
cc-tracking,4870,udp,Citcom Tracking Service
wired,4871,udp,Wired
tritium-can,4876,udp,Tritium CAN Bus Bridge Service
lmcs,4877,udp,Lighting Management Control System
inst-discovery,4878,udp,Agilent Instrument Discovery
,4879,udp,Reserved
,4880,udp,Reserved
socp-t,4881,udp,SOCP Time Synchronization Protocol
socp-c,4882,udp,SOCP Control Protocol
,4883,udp,Reserved
hivestor,4884,udp,HiveStor Distributed File System
abbs,4885,udp,ABBS
,4888,udp,Reserved
,4889,udp,Reserved
lyskom,4894,udp,LysKOM Protocol A
radmin-port,4899,udp,RAdmin Port
hfcs,4900,udp,HFSQL Client/Server Database Engine
,4901,udp,Reserved
,4902,udp,Reserved
,4912,udp,Reserved
bones,4914,udp,Bones Remote Control
,4915,udp,Reserved
an-signaling,4936,udp,Signal protocol port for autonomic networking
atsc-mh-ssc,4937,udp,ATSC-M/H Service Signaling Channel
eq-office-4940,4940,udp,Equitrac Office
eq-office-4941,4941,udp,Equitrac Office
eq-office-4942,4942,udp,Equitrac Office
munin,4949,udp,Munin Graphing Framework
sybasesrvmon,4950,udp,Sybase Server Monitor
pwgwims,4951,udp,PWG WIMS
sagxtsds,4952,udp,SAG Directory Server
,4953,udp,Reserved
ccss-qmm,4969,udp,CCSS QMessageMonitor
ccss-qsm,4970,udp,CCSS QSystemMonitor
,4971,udp,Reserved
ctxs-vpp,4980,udp,Citrix Virtual Path
,4984,udp,Reserved
,4985,udp,Reserved
mrip,4986,udp,Model Railway Interface Program
smar-se-port1,4987,udp,SMAR Ethernet Port 1
smar-se-port2,4988,udp,SMAR Ethernet Port 2
parallel,4989,udp,Parallel for GAUSS (tm)
busycal,4990,udp,BusySync Calendar Synch. Protocol
vrt,4991,udp,VITA Radio Transport
hfcs-manager,4999,udp,HFSQL Client/Server Database Engine Manager
commplex-main,5000,udp,
commplex-link,5001,udp,
rfe,5002,udp,radio free ethernet
fmpro-internal,5003,udp,"FileMaker, Inc. - Proprietary name binding"
avt-profile-1,5004,udp,RTP media data
avt-profile-2,5005,udp,RTP control protocol
wsm-server,5006,udp,wsm server
wsm-server-ssl,5007,udp,wsm server ssl
synapsis-edge,5008,udp,Synapsis EDGE
winfs,5009,udp,Microsoft Windows Filesystem
telelpathstart,5010,udp,TelepathStart
telelpathattack,5011,udp,TelepathAttack
nsp,5012,udp,NetOnTap Service
fmpro-v6,5013,udp,"FileMaker, Inc. - Proprietary transport"
onpsocket,5014,udp,Overlay Network Protocol
,5015,udp,Reserved
zenginkyo-1,5020,udp,zenginkyo-1
zenginkyo-2,5021,udp,zenginkyo-2
mice,5022,udp,mice server
htuilsrv,5023,udp,Htuil Server for PLD2
scpi-telnet,5024,udp,SCPI-TELNET
scpi-raw,5025,udp,SCPI-RAW
strexec-d,5026,udp,Storix I/O daemon (data)
strexec-s,5027,udp,Storix I/O daemon (stat)
,5028,udp,Reserved
infobright,5029,udp,Infobright Database Server
,5030,udp,Reserved
dmp,5031,udp,Direct Message Protocol
,5032,udp,Reserved
,5033,udp,Reserved
,5034,udp,Reserved
asnaacceler8db,5042,udp,asnaacceler8db
swxadmin,5043,udp,ShopWorX Administration
lxi-evntsvc,5044,udp,LXI Event Service
,5045,udp,Reserved
vpm-udp,5046,udp,Vishay PM UDP Service
iscape,5047,udp,iSCAPE Data Broadcasting
,5048,udp,Reserved
ivocalize,5049,udp,iVocalize Web Conference
mmcc,5050,udp,multimedia conference control tool
ita-agent,5051,udp,ITA Agent
ita-manager,5052,udp,ITA Manager
rlm-disc,5053,udp,RLM Discovery Server
,5054,udp,Reserved
unot,5055,udp,UNOT
intecom-ps1,5056,udp,Intecom Pointspan 1
intecom-ps2,5057,udp,Intecom Pointspan 2
locus-disc,5058,udp,Locus Discovery
sds,5059,udp,SIP Directory Services
sip,5060,udp,SIP
sips,5061,udp,SIP-TLS
na-localise,5062,udp,Localisation access
,5063,udp,Reserved
ca-1,5064,udp,Channel Access 1
ca-2,5065,udp,Channel Access 2
stanag-5066,5066,udp,STANAG-5066-SUBNET-INTF
authentx,5067,udp,Authentx Service
,5068,udp,Reserved
i-net-2000-npr,5069,udp,I/Net 2000-NPR
vtsas,5070,udp,VersaTrans Server Agent Service
powerschool,5071,udp,PowerSchool
ayiya,5072,udp,Anything In Anything
tag-pm,5073,udp,Advantage Group Port Mgr
alesquery,5074,udp,ALES Query
,5075,udp,Reserved
pixelpusher,5078,udp,PixelPusher pixel data
cp-spxrpts,5079,udp,Cambridge Pixel SPx Reports
onscreen,5080,udp,OnScreen Data Collection Service
sdl-ets,5081,udp,SDL - Ent Trans Server
qcp,5082,udp,Qpur Communication Protocol
qfp,5083,udp,Qpur File Protocol
llrp,5084,udp,EPCglobal Low-Level Reader Protocol
encrypted-llrp,5085,udp,EPCglobal Encrypted LLRP
,5086,udp,Reserved
,5087,udp,Reserved
magpie,5092,udp,Magpie Binary
sentinel-lm,5093,udp,Sentinel LM
hart-ip,5094,udp,HART-IP
sentlm-srv2srv,5099,udp,SentLM Srv2Srv
socalia,5100,udp,Socalia service mux
talarian-udp,5101,udp,Talarian_UDP
oms-nonsecure,5102,udp,Oracle OMS non-secure
,5103,udp,Reserved
tinymessage,5104,udp,TinyMessage
hughes-ap,5105,udp,Hughes Association Protocol
,5106,udp,Reserved
,5107,udp,Reserved
taep-as-svc,5111,udp,TAEP AS service
pm-cmdsvr,5112,udp,PeerMe Msg Cmd Service
,5114,udp,Reserved
,5115,udp,Reserved
emb-proj-cmd,5116,udp,EPSON Projecter Image Transfer
,5117,udp,Reserved
barracuda-bbs,5120,udp,Barracuda Backup Protocol
nbt-pc,5133,udp,Policy Commander
,5134,udp,Reserved
,5135,udp,Reserved
minotaur-sa,5136,udp,Minotaur SA
ctsd,5137,udp,MyCTS server port
rmonitor-secure,5145,udp,"RMONITOR SECURE IANA assigned this well-formed service name as a replacement for ""rmonitor_secure""."
rmonitor_secure,5145,udp,RMONITOR SECURE
,5146,udp,Reserved
atmp,5150,udp,Ascend Tunnel Management Protocol
esri-sde,5151,udp,"ESRI SDE Remote Start IANA assigned this well-formed service name as a replacement for ""esri_sde""."
esri_sde,5151,udp,ESRI SDE Remote Start
sde-discovery,5152,udp,ESRI SDE Instance Discovery
,5153,udp,Reserved
bzflag,5154,udp,BZFlag game server
asctrl-agent,5155,udp,Oracle asControl Agent
,5156,udp,Reserved
,5157,udp,Reserved
,5161,udp,Reserved
,5162,udp,Reserved
,5163,udp,Reserved
vpa-disc,5164,udp,Virtual Protocol Adapter Discovery
ife-icorp,5165,udp,"ife_1corp IANA assigned this well-formed service name as a replacement for ""ife_icorp""."
ife_icorp,5165,udp,ife_1corp
winpcs,5166,udp,WinPCS Service Connection
scte104,5167,udp,SCTE104 Connection
scte30,5168,udp,SCTE30 Connection
,5172,udp,Reserved
aol,5190,udp,America-Online
aol-1,5191,udp,AmericaOnline1
aol-2,5192,udp,AmericaOnline2
aol-3,5193,udp,AmericaOnline3
,5194,udp,Reserved
,5195,udp,Reserved
,5196,udp,Reserved
,5197,udp,Reserved
targus-getdata,5200,udp,TARGUS GetData
targus-getdata1,5201,udp,TARGUS GetData 1
targus-getdata2,5202,udp,TARGUS GetData 2
targus-getdata3,5203,udp,TARGUS GetData 3
,5209,udp,Reserved
,5215,udp,Reserved
,5221,udp,Reserved
,5222,udp,Reserved
hpvirtgrp,5223,udp,HP Virtual Machine Group Management
hpvirtctrl,5224,udp,HP Virtual Machine Console Operations
hp-server,5225,udp,HP Server
hp-status,5226,udp,HP Status
perfd,5227,udp,HP System Performance Metric Service
,5228,udp,Reserved
,5229,udp,Reserved
,5230,udp,Reserved
,5231,udp,Reserved
,5232,udp,Reserved
,5233,udp,Reserved
eenet,5234,udp,EEnet communications
galaxy-network,5235,udp,Galaxy Network Service
padl2sim,5236,udp,
mnet-discovery,5237,udp,m-net discovery
,5242,udp,Reserved
,5243,udp,Reserved
downtools-disc,5245,udp,DownTools Discovery Protocol
capwap-control,5246,udp,CAPWAP Control Protocol
capwap-data,5247,udp,CAPWAP Data Protocol
caacws,5248,udp,CA Access Control Web Service
caaclang2,5249,udp,CA AC Lang Service
soagateway,5250,udp,soaGateway
caevms,5251,udp,CA eTrust VM Service
movaz-ssc,5252,udp,Movaz SSC
,5253,udp,Reserved
,5254,udp,Reserved
3com-njack-1,5264,udp,3Com Network Jack Port 1
3com-njack-2,5265,udp,3Com Network Jack Port 2
,5269,udp,Reserved
cartographerxmp,5270,udp,Cartographer XMP
cuelink-disc,5271,udp,StageSoft CueLink discovery
pk,5272,udp,PK
,5280,udp,Reserved
,5281,udp,Reserved
transmit-port,5282,udp,Marimba Transmitter Port
presence,5298,udp,XMPP Link-Local Messaging
nlg-data,5299,udp,NLG Data Service
hacl-hb,5300,udp,HA cluster heartbeat
hacl-gs,5301,udp,HA cluster general services
hacl-cfg,5302,udp,HA cluster configuration
hacl-probe,5303,udp,HA cluster probing
hacl-local,5304,udp,HA Cluster Commands
hacl-test,5305,udp,HA Cluster Test
sun-mc-grp,5306,udp,Sun MC Group
sco-aip,5307,udp,SCO AIP
cfengine,5308,udp,CFengine
jprinter,5309,udp,J Printer
outlaws,5310,udp,Outlaws
permabit-cs,5312,udp,Permabit Client-Server
rrdp,5313,udp,Real-time & Reliable Data
opalis-rbt-ipc,5314,udp,opalis-rbt-ipc
hacl-poll,5315,udp,HA Cluster UDP Polling
,5316,udp,Unassigned
,5317,udp,Reserved
,5318,udp,Reserved
,5320,udp,Reserved
,5321,udp,Reserved
kfserver,5343,udp,Sculptor Database Server
xkotodrcp,5344,udp,xkoto DRCP
stuns,5349,udp,STUN over DTLS
turns,5349,udp,TURN over DTLS
stun-behaviors,5349,udp,Reserved for a future enhancement of STUN-BEHAVIOR
pcp-multicast,5350,udp,Port Control Protocol Multicast
pcp,5351,udp,Port Control Protocol
dns-llq,5352,udp,DNS Long-Lived Queries
mdns,5353,udp,Multicast DNS
mdnsresponder,5354,udp,Multicast DNS Responder IPC
llmnr,5355,udp,LLMNR
ms-smlbiz,5356,udp,Microsoft Small Business
wsdapi,5357,udp,Web Services for Devices
wsdapi-s,5358,udp,WS for Devices Secured
ms-alerter,5359,udp,Microsoft Alerter
ms-sideshow,5360,udp,Protocol for Windows SideShow
ms-s-sideshow,5361,udp,Secure Protocol for Windows SideShow
serverwsd2,5362,udp,Microsoft Windows Server WSD2 Service
net-projection,5363,udp,Windows Network Projection
kdnet,5364,udp,Microsoft Kernel Debugger
stresstester,5397,udp,StressTester(tm) Injector
elektron-admin,5398,udp,Elektron Administration
securitychase,5399,udp,SecurityChase
excerpt,5400,udp,Excerpt Search
excerpts,5401,udp,Excerpt Search Secure
mftp,5402,udp,OmniCast MFTP
hpoms-ci-lstn,5403,udp,HPOMS-CI-LSTN
hpoms-dps-lstn,5404,udp,HPOMS-DPS-LSTN
netsupport,5405,udp,NetSupport
systemics-sox,5406,udp,Systemics Sox
foresyte-clear,5407,udp,Foresyte-Clear
foresyte-sec,5408,udp,Foresyte-Sec
salient-dtasrv,5409,udp,Salient Data Server
salient-usrmgr,5410,udp,Salient User Manager
actnet,5411,udp,ActNet
continuus,5412,udp,Continuus
wwiotalk,5413,udp,WWIOTALK
statusd,5414,udp,StatusD
ns-server,5415,udp,NS Server
sns-gateway,5416,udp,SNS Gateway
sns-agent,5417,udp,SNS Agent
mcntp,5418,udp,MCNTP
dj-ice,5419,udp,DJ-ICE
cylink-c,5420,udp,Cylink-C
netsupport2,5421,udp,Net Support 2
salient-mux,5422,udp,Salient MUX
virtualuser,5423,udp,VIRTUALUSER
beyond-remote,5424,udp,Beyond Remote
br-channel,5425,udp,Beyond Remote Command Channel
devbasic,5426,udp,DEVBASIC
sco-peer-tta,5427,udp,SCO-PEER-TTA
telaconsole,5428,udp,TELACONSOLE
base,5429,udp,Billing and Accounting System Exchange
radec-corp,5430,udp,RADEC CORP
park-agent,5431,udp,PARK AGENT
postgresql,5432,udp,PostgreSQL Database
pyrrho,5433,udp,Pyrrho DBMS
sgi-arrayd,5434,udp,SGI Array Services Daemon
sceanics,5435,udp,SCEANICS situation and action notification
pmip6-cntl,5436,udp,pmip6-cntl
pmip6-data,5437,udp,pmip6-data
spss,5443,udp,Pearson HTTPS
,5445,udp,Reserved
tiepie-disc,5450,udp,TiePie engineering data acquisition (discovery)
surebox,5453,udp,SureBox
apc-5454,5454,udp,APC 5454
apc-5455,5455,udp,APC 5455
apc-5456,5456,udp,APC 5456
silkmeter,5461,udp,SILKMETER
ttl-publisher,5462,udp,TTL Publisher
ttlpriceproxy,5463,udp,TTL Price Proxy
quailnet,5464,udp,Quail Networks Object Broker
netops-broker,5465,udp,NETOPS-BROKER
,5470,udp,Reserved
,5471,udp,Reserved
,5472,udp,Reserved
,5473,udp,Reserved
apsolab-rpc,5474,udp,The Apsolab company's status query protocol
,5475,udp,Reserved
fcp-addr-srvr1,5500,udp,fcp-addr-srvr1
fcp-addr-srvr2,5501,udp,fcp-addr-srvr2
fcp-srvr-inst1,5502,udp,fcp-srvr-inst1
fcp-srvr-inst2,5503,udp,fcp-srvr-inst2
fcp-cics-gw1,5504,udp,fcp-cics-gw1
checkoutdb,5505,udp,Checkout Database
amc,5506,udp,Amcom Mobile Connect
,5507,udp,Reserved
matter,5540,udp,Matter Operational Discovery and Communi
,5550,udp,Reserved
sgi-eventmond,5553,udp,SGI Eventmond Port
sgi-esphttp,5554,udp,SGI ESP HTTP
personal-agent,5555,udp,Personal Agent
freeciv,5556,udp,Freeciv gameplay
,5557,udp,Reserved
,5565,udp,Reserved
,5566,udp,Reserved
dof-dps-mc-sec,5567,udp,DOF Protocol Stack Multicast/Secure Transport
sdt,5568,udp,Session Data Transport Multicast
rdmnet-device,5569,udp,"PLASA E1.33, Remote Device Management (RDM) messages"
sdmmp,5573,udp,SAS Domain Management Messaging Protocol
,5574,udp,Reserved
,5575,udp,Reserved
,5579,udp,Reserved
tmosms0,5580,udp,T-Mobile SMS Protocol Message 0
tmosms1,5581,udp,T-Mobile SMS Protocol Message 1
fac-restore,5582,udp,T-Mobile SMS Protocol Message 3
tmo-icon-sync,5583,udp,T-Mobile SMS Protocol Message 2
bis-web,5584,udp,BeInSync-Web
bis-sync,5585,udp,BeInSync-sync
,5586,udp,Reserved
ininmessaging,5597,udp,inin secure messaging
mctfeed,5598,udp,MCT Market Data Feed
esinstall,5599,udp,Enterprise Security Remote Install
esmmanager,5600,udp,Enterprise Security Manager
esmagent,5601,udp,Enterprise Security Agent
a1-msc,5602,udp,A1-MSC
a1-bs,5603,udp,A1-BS
a3-sdunode,5604,udp,A3-SDUNode
a4-sdunode,5605,udp,A4-SDUNode
,5618,udp,Reserved
ninaf,5627,udp,Node Initiated Network Association Forma
htrust,5628,udp,HTrust API
symantec-sfdb,5629,udp,Symantec Storage Foundation for Database
precise-comm,5630,udp,PreciseCommunication
pcanywheredata,5631,udp,pcANYWHEREdata
pcanywherestat,5632,udp,pcANYWHEREstat
beorl,5633,udp,BE Operations Request Listener
xprtld,5634,udp,SF Message Service
,5635,udp,Reserved
,5636,udp,Reserved
,5637,udp,Reserved
,5638,udp,Reserved
,5639,udp,Reserved
,5646,udp,Reserved
,5666,udp,Reserved
zre-disc,5670,udp,Local area discovery and messaging over ZeroMQ
amqps,5671,udp,amqp protocol over TLS/SSL
amqp,5672,udp,AMQP
jms,5673,udp,JACL Message Server
hyperscsi-port,5674,udp,HyperSCSI Port
v5ua,5675,udp,V5UA application port
raadmin,5676,udp,RA Administration
questdb2-lnchr,5677,udp,Quest Central DB2 Launchr
rrac,5678,udp,Remote Replication Agent Connection
dccm,5679,udp,Direct Cable Connect Manager
auriga-router,5680,udp,Auriga Router Service
ncxcp,5681,udp,Net-coneX Control Protocol
