Service,Port,Protocol,Description
barracuda-bbs,5120,tcp,Barracuda Backup Protocol
nbt-pc,5133,tcp,Policy Commander
ppactivation,5134,tcp,PP ActivationServer
erp-scale,5135,tcp,ERP-Scale
,5136,tcp,Reserved
ctsd,5137,tcp,MyCTS server port
rmonitor-secure,5145,tcp,"RMONITOR SECURE IANA assigned this well-formed service name as a replacement for ""rmonitor_secure""."
rmonitor_secure,5145,tcp,RMONITOR SECURE
social-alarm,5146,tcp,Social Alarm Service
atmp,5150,tcp,Ascend Tunnel Management Protocol
esri-sde,5151,tcp,"ESRI SDE Instance IANA assigned this well-formed service name as a replacement for ""esri_sde""."
esri_sde,5151,tcp,ESRI SDE Instance
sde-discovery,5152,tcp,ESRI SDE Instance Discovery
,5153,tcp,Reserved
bzflag,5154,tcp,BZFlag game server
asctrl-agent,5155,tcp,Oracle asControl Agent
rugameonline,5156,tcp,Russian Online Game
mediat,5157,tcp,Mediat Remote Object Exchange
snmpssh,5161,tcp,SNMP over SSH Transport Model
snmpssh-trap,5162,tcp,SNMP Notification over SSH Transport Model
sbackup,5163,tcp,Shadow Backup
vpa,5164,tcp,Virtual Protocol Adapter
ife-icorp,5165,tcp,"ife_1corp IANA assigned this well-formed service name as a replacement for ""ife_icorp""."
ife_icorp,5165,tcp,ife_1corp
winpcs,5166,tcp,WinPCS Service Connection
scte104,5167,tcp,SCTE104 Connection
scte30,5168,tcp,SCTE30 Connection
pcoip-mgmt,5172,tcp,PC over IP Endpoint Management
aol,5190,tcp,America-Online
aol-1,5191,tcp,AmericaOnline1
aol-2,5192,tcp,AmericaOnline2
aol-3,5193,tcp,AmericaOnline3
cpscomm,5194,tcp,CipherPoint Config Service
ampl-lic,5195,tcp,The protocol is used by a license server and client programs to control use of program licenses that float to networked machines
ampl-tableproxy,5196,tcp,"The protocol is used by two programs that exchange ""table"" data used in the AMPL modeling language"
tunstall-lwp,5197,tcp,Tunstall Lone worker device interface
targus-getdata,5200,tcp,TARGUS GetData
targus-getdata1,5201,tcp,TARGUS GetData 1
targus-getdata2,5202,tcp,TARGUS GetData 2
targus-getdata3,5203,tcp,TARGUS GetData 3
nomad,5209,tcp,Nomad Device Video Transfer
noteza,5215,tcp,NOTEZA Data Safety Service
3exmp,5221,tcp,3eTI Extensible Management Protocol for OAMP
xmpp-client,5222,tcp,XMPP Client Connection
hpvirtgrp,5223,tcp,HP Virtual Machine Group Management
hpvirtctrl,5224,tcp,HP Virtual Machine Console Operations
hp-server,5225,tcp,HP Server
hp-status,5226,tcp,HP Status
perfd,5227,tcp,HP System Performance Metric Service
hpvroom,5228,tcp,HP Virtual Room Service
jaxflow,5229,tcp,Netflow/IPFIX/sFlow Collector and Forwarder Management
jaxflow-data,5230,tcp,JaxMP RealFlow application and protocol data
crusecontrol,5231,tcp,Remote Control of Scan Software for Cruse Scanners
csedaemon,5232,tcp,Cruse Scanning System Service
enfs,5233,tcp,Etinnae Network File Service
eenet,5234,tcp,EEnet communications
galaxy-network,5235,tcp,Galaxy Network Service
padl2sim,5236,tcp,
mnet-discovery,5237,tcp,m-net discovery
attune,5242,tcp,ATTUne API
xycstatus,5243,tcp,xyClient Status API and rendevous point
downtools,5245,tcp,DownTools Control Protocol
,5246,tcp,Reserved
,5247,tcp,Reserved
caacws,5248,tcp,CA Access Control Web Service
caaclang2,5249,tcp,CA AC Lang Service
soagateway,5250,tcp,soaGateway
caevms,5251,tcp,CA eTrust VM Service
movaz-ssc,5252,tcp,Movaz SSC
kpdp,5253,tcp,Kohler Power Device Protocol
logcabin,5254,tcp,LogCabin storage service
3com-njack-1,5264,tcp,3Com Network Jack Port 1
3com-njack-2,5265,tcp,3Com Network Jack Port 2
xmpp-server,5269,tcp,XMPP Server Connection
cartographerxmp,5270,tcp,Cartographer XMP
cuelink,5271,tcp,StageSoft CueLink messaging
pk,5272,tcp,PK
xmpp-bosh,5280,tcp,Bidirectional-streams Over Synchronous HTTP (BOSH)
undo-lm,5281,tcp,Undo License Manager
transmit-port,5282,tcp,Marimba Transmitter Port
presence,5298,tcp,XMPP Link-Local Messaging
nlg-data,5299,tcp,NLG Data Service
hacl-hb,5300,tcp,HA cluster heartbeat
hacl-gs,5301,tcp,HA cluster general services
hacl-cfg,5302,tcp,HA cluster configuration
hacl-probe,5303,tcp,HA cluster probing
hacl-local,5304,tcp,HA Cluster Commands
hacl-test,5305,tcp,HA Cluster Test
sun-mc-grp,5306,tcp,Sun MC Group
sco-aip,5307,tcp,SCO AIP
cfengine,5308,tcp,CFengine
jprinter,5309,tcp,J Printer
outlaws,5310,tcp,Outlaws
permabit-cs,5312,tcp,Permabit Client-Server
rrdp,5313,tcp,Real-time & Reliable Data
opalis-rbt-ipc,5314,tcp,opalis-rbt-ipc
hacl-poll,5315,tcp,HA Cluster UDP Polling
hpbladems,5316,tcp,HPBladeSystem Monitor Service
hpdevms,5317,tcp,HP Device Monitor Service
pkix-cmc,5318,tcp,PKIX Certificate Management using CMS (CMC)
bsfserver-zn,5320,tcp,Webservices-based Zn interface of BSF
bsfsvr-zn-ssl,5321,tcp,Webservices-based Zn interface of BSF over SSL
kfserver,5343,tcp,Sculptor Database Server
xkotodrcp,5344,tcp,xkoto DRCP
stuns,5349,tcp,Session Traversal Utilities for NAT (STUN) port
turns,5349,tcp,TURN over TLS
stun-behaviors,5349,tcp,STUN Behavior Discovery over TLS
,5350,tcp,Reserved
,5351,tcp,Reserved
dns-llq,5352,tcp,DNS Long-Lived Queries
mdns,5353,tcp,Multicast DNS
mdnsresponder,5354,tcp,Multicast DNS Responder IPC
llmnr,5355,tcp,LLMNR
ms-smlbiz,5356,tcp,Microsoft Small Business
wsdapi,5357,tcp,Web Services for Devices
wsdapi-s,5358,tcp,WS for Devices Secured
ms-alerter,5359,tcp,Microsoft Alerter
ms-sideshow,5360,tcp,Protocol for Windows SideShow
ms-s-sideshow,5361,tcp,Secure Protocol for Windows SideShow
serverwsd2,5362,tcp,Microsoft Windows Server WSD2 Service
net-projection,5363,tcp,Windows Network Projection
,5364,tcp,Reserved
stresstester,5397,tcp,StressTester(tm) Injector
elektron-admin,5398,tcp,Elektron Administration
securitychase,5399,tcp,SecurityChase
excerpt,5400,tcp,Excerpt Search
excerpts,5401,tcp,Excerpt Search Secure
mftp,5402,tcp,OmniCast MFTP
hpoms-ci-lstn,5403,tcp,HPOMS-CI-LSTN
hpoms-dps-lstn,5404,tcp,HPOMS-DPS-LSTN
netsupport,5405,tcp,NetSupport
systemics-sox,5406,tcp,Systemics Sox
foresyte-clear,5407,tcp,Foresyte-Clear
foresyte-sec,5408,tcp,Foresyte-Sec
salient-dtasrv,5409,tcp,Salient Data Server
salient-usrmgr,5410,tcp,Salient User Manager
actnet,5411,tcp,ActNet
continuus,5412,tcp,Continuus
wwiotalk,5413,tcp,WWIOTALK
statusd,5414,tcp,StatusD
ns-server,5415,tcp,NS Server
sns-gateway,5416,tcp,SNS Gateway
sns-agent,5417,tcp,SNS Agent
mcntp,5418,tcp,MCNTP
dj-ice,5419,tcp,DJ-ICE
cylink-c,5420,tcp,Cylink-C
netsupport2,5421,tcp,Net Support 2
salient-mux,5422,tcp,Salient MUX
virtualuser,5423,tcp,VIRTUALUSER
beyond-remote,5424,tcp,Beyond Remote
br-channel,5425,tcp,Beyond Remote Command Channel
devbasic,5426,tcp,DEVBASIC
sco-peer-tta,5427,tcp,SCO-PEER-TTA
telaconsole,5428,tcp,TELACONSOLE
base,5429,tcp,Billing and Accounting System Exchange
radec-corp,5430,tcp,RADEC CORP
park-agent,5431,tcp,PARK AGENT
postgresql,5432,tcp,PostgreSQL Database
pyrrho,5433,tcp,Pyrrho DBMS
sgi-arrayd,5434,tcp,SGI Array Services Daemon
sceanics,5435,tcp,SCEANICS situation and action notification
,5436,tcp,Reserved
,5437,tcp,Reserved
spss,5443,tcp,Pearson HTTPS
smbdirect,5445,tcp,Server Message Block over Remote Direct Memory Access
tiepie,5450,tcp,TiePie engineering data acquisition
surebox,5453,tcp,SureBox
apc-5454,5454,tcp,APC 5454
apc-5455,5455,tcp,APC 5455
apc-5456,5456,tcp,APC 5456
silkmeter,5461,tcp,SILKMETER
ttl-publisher,5462,tcp,TTL Publisher
ttlpriceproxy,5463,tcp,TTL Price Proxy
quailnet,5464,tcp,Quail Networks Object Broker
netops-broker,5465,tcp,NETOPS-BROKER
apsolab-col,5470,tcp,The Apsolab company's data collection protocol (native api)
apsolab-cols,5471,tcp,The Apsolab company's secure data collection protocol (native api)
apsolab-tag,5472,tcp,The Apsolab company's dynamic tag protocol
apsolab-tags,5473,tcp,The Apsolab company's secure dynamic tag protocol
,5474,tcp,Reserved
apsolab-data,5475,tcp,The Apsolab company's data retrieval protocol
fcp-addr-srvr1,5500,tcp,fcp-addr-srvr1
fcp-addr-srvr2,5501,tcp,fcp-addr-srvr2
fcp-srvr-inst1,5502,tcp,fcp-srvr-inst1
fcp-srvr-inst2,5503,tcp,fcp-srvr-inst2
fcp-cics-gw1,5504,tcp,fcp-cics-gw1
checkoutdb,5505,tcp,Checkout Database
amc,5506,tcp,Amcom Mobile Connect
psl-management,5507,tcp,PowerSysLab Electrical Management
matter,5540,tcp,Matter Operational Discovery and Communi
cbus,5550,tcp,Model Railway control using the CBUS message protocol
sgi-eventmond,5553,tcp,SGI Eventmond Port
sgi-esphttp,5554,tcp,SGI ESP HTTP
personal-agent,5555,tcp,Personal Agent
freeciv,5556,tcp,Freeciv gameplay
farenet,5557,tcp,Sandlab FARENET
dp-bura,5565,tcp,Data Protector BURA
westec-connect,5566,tcp,Westec Connect
dof-dps-mc-sec,5567,tcp,DOF Protocol Stack Multicast/Secure Transport
sdt,5568,tcp,Session Data Transport Multicast
rdmnet-ctrl,5569,tcp,"PLASA E1.33, Remote Device Management (RDM) controller status notifications"
sdmmp,5573,tcp,SAS Domain Management Messaging Protocol
lsi-bobcat,5574,tcp,SAS IO Forwarding
ora-oap,5575,tcp,Oracle Access Protocol
fdtracks,5579,tcp,FleetDisplay Tracking Service
tmosms0,5580,tcp,T-Mobile SMS Protocol Message 0
tmosms1,5581,tcp,T-Mobile SMS Protocol Message 1
fac-restore,5582,tcp,T-Mobile SMS Protocol Message 3
tmo-icon-sync,5583,tcp,T-Mobile SMS Protocol Message 2
bis-web,5584,tcp,BeInSync-Web
bis-sync,5585,tcp,BeInSync-sync
att-mt-sms,5586,tcp,Planning to send mobile terminated SMS to the specific port so that the SMS is not visible to the client
ininmessaging,5597,tcp,inin secure messaging
mctfeed,5598,tcp,MCT Market Data Feed
esinstall,5599,tcp,Enterprise Security Remote Install
esmmanager,5600,tcp,Enterprise Security Manager
esmagent,5601,tcp,Enterprise Security Agent
a1-msc,5602,tcp,A1-MSC
a1-bs,5603,tcp,A1-BS
a3-sdunode,5604,tcp,A3-SDUNode
a4-sdunode,5605,tcp,A4-SDUNode
efr,5618,tcp,Fiscal Registering Protocol
ninaf,5627,tcp,Node Initiated Network Association Forma
htrust,5628,tcp,HTrust API
symantec-sfdb,5629,tcp,Symantec Storage Foundation for Database
precise-comm,5630,tcp,PreciseCommunication
pcanywheredata,5631,tcp,pcANYWHEREdata
pcanywherestat,5632,tcp,pcANYWHEREstat
beorl,5633,tcp,BE Operations Request Listener
xprtld,5634,tcp,SF Message Service
sfmsso,5635,tcp,SFM Authentication Subsystem
sfm-db-server,5636,tcp,SFMdb - SFM DB server
cssc,5637,tcp,Symantec CSSC
flcrs,5638,tcp,Symantec Fingerprint Lookup and Container Reference Service
ics,5639,tcp,Symantec Integrity Checking Service
vfmobile,5646,tcp,Ventureforth Mobile
nrpe,5666,tcp,Nagios Remote Plugin Executor
filemq,5670,tcp,ZeroMQ file publish-subscribe protocol
amqps,5671,tcp,amqp protocol over TLS/SSL
amqp,5672,tcp,AMQP
jms,5673,tcp,JACL Message Server
hyperscsi-port,5674,tcp,HyperSCSI Port
v5ua,5675,tcp,V5UA application port
raadmin,5676,tcp,RA Administration
questdb2-lnchr,5677,tcp,Quest Central DB2 Launchr
rrac,5678,tcp,Remote Replication Agent Connection
dccm,5679,tcp,Direct Cable Connect Manager
auriga-router,5680,tcp,Auriga Router Service
ncxcp,5681,tcp,Net-coneX Control Protocol
,5682,tcp,Reserved
coap,5683,tcp,Constrained Application Protocol (CoAP)
coaps,5684,tcp,Constrained Application Protocol (CoAP)
,5687,tcp,Reserved
ggz,5688,tcp,GGZ Gaming Zone
qmvideo,5689,tcp,QM video network management protocol
rbsystem,5693,tcp,Robert Bosch Data Transfer
kmip,5696,tcp,Key Management Interoperability Protocol
supportassist,5700,tcp,Dell SupportAssist data center management
storageos,5705,tcp,StorageOS REST API
proshareaudio,5713,tcp,proshare conf audio
prosharevideo,5714,tcp,proshare conf video
prosharedata,5715,tcp,proshare conf data
prosharerequest,5716,tcp,proshare conf request
prosharenotify,5717,tcp,proshare conf notify
dpm,5718,tcp,DPM Communication Server
dpm-agent,5719,tcp,DPM Agent Coordinator
ms-licensing,5720,tcp,MS-Licensing
dtpt,5721,tcp,Desktop Passthru Service
msdfsr,5722,tcp,Microsoft DFS Replication Service
omhs,5723,tcp,Operations Manager - Health Service
omsdk,5724,tcp,Operations Manager - SDK Service
ms-ilm,5725,tcp,Microsoft Identity Lifecycle Manager
ms-ilm-sts,5726,tcp,Microsoft Lifecycle Manager Secure Token Service
asgenf,5727,tcp,ASG Event Notification Framework
io-dist-data,5728,tcp,Dist. I/O Comm. Service Data and Control
openmail,5729,tcp,Openmail User Agent Layer
unieng,5730,tcp,Steltor's calendar access
ida-discover1,5741,tcp,IDA Discover Port 1
ida-discover2,5742,tcp,IDA Discover Port 2
watchdoc-pod,5743,tcp,Watchdoc NetPOD Protocol
watchdoc,5744,tcp,Watchdoc Server
fcopy-server,5745,tcp,fcopy-server
fcopys-server,5746,tcp,fcopys-server
tunatic,5747,tcp,Wildbits Tunatic
tunalyzer,5748,tcp,Wildbits Tunalyzer
rscd,5750,tcp,Bladelogic Agent Service
openmailg,5755,tcp,OpenMail Desk Gateway server
x500ms,5757,tcp,OpenMail X.500 Directory Server
openmailns,5766,tcp,OpenMail NewMail Server
s-openmail,5767,tcp,OpenMail Suer Agent Layer (Secure)
openmailpxy,5768,tcp,OpenMail CMTS Server
spramsca,5769,tcp,x509solutions Internal CA
spramsd,5770,tcp,x509solutions Secure Data
netagent,5771,tcp,NetAgent
starfield-io,5777,tcp,Control commands and responses
vts-rpc,5780,tcp,Visual Tag System RPC
3par-evts,5781,tcp,3PAR Event Reporting Service
3par-mgmt,5782,tcp,3PAR Management Service
3par-mgmt-ssl,5783,tcp,3PAR Management Service with SSL
,5784,tcp,Reserved
3par-rcopy,5785,tcp,3PAR Inform Remote Copy
,5786,tcp,Reserved
,5787,tcp,Reserved
xtreamx,5793,tcp,XtreamX Supervised Peer message
,5794,tcp,Reserved
enlabel-dpl,5798,tcp,Proprietary Website deployment service
icmpd,5813,tcp,ICMPD
spt-automation,5814,tcp,Support Automation
autopassdaemon,5820,tcp,AutoPass licensing
shiprush-d-ch,5841,tcp,Z-firm ShipRush interface for web access and bidirectional data
reversion,5842,tcp,Reversion Backup/Restore
wherehoo,5859,tcp,WHEREHOO
ppsuitemsg,5863,tcp,PlanetPress Suite Messeng
diameters,5868,tcp,Diameter over TLS/TCP
jute,5883,tcp,Javascript Unit Test Environment
rfb,5900,tcp,Remote Framebuffer
ff-ice,5903,tcp,Flight & Flow Info for Collaborative Env
ag-swim,5904,tcp,Air-Ground SWIM
asmgcs,5905,tcp,Adv Surface Mvmnt and Guidance Cont Sys
rpas-c2,5906,tcp,Remotely Piloted Vehicle C&C
dsd,5907,tcp,Distress and Safety Data App
ipsma,5908,tcp,IPS Management Application
agma,5909,tcp,Air-ground media advisory
cm,5910,tcp,Context Management
cpdlc,5911,tcp,Controller Pilot Data Link Communication
fis,5912,tcp,Flight Information Services
ads-c,5913,tcp,Automatic Dependent Surveillance
indy,5963,tcp,Indy Application Server
mppolicy-v5,5968,tcp,mppolicy-v5
mppolicy-mgr,5969,tcp,mppolicy-mgr
couchdb,5984,tcp,CouchDB
wsman,5985,tcp,WBEM WS-Management HTTP
wsmans,5986,tcp,WBEM WS-Management HTTP over TLS/SSL
wbem-rmi,5987,tcp,WBEM RMI
wbem-http,5988,tcp,WBEM CIM-XML (HTTP)
wbem-https,5989,tcp,WBEM CIM-XML (HTTPS)
wbem-exp-https,5990,tcp,WBEM Export HTTPS
nuxsl,5991,tcp,NUXSL
consul-insight,5992,tcp,Consul InSight Security
cim-rs,5993,tcp,DMTF WBEM CIM REST
rms-agent,5994,tcp,RMS Agent Listening Service
cvsup,5999,tcp,CVSup
x11,6000-6063,tcp,X Window System
ndl-ahp-svc,6064,tcp,NDL-AHP-SVC
winpharaoh,6065,tcp,WinPharaoh
ewctsp,6066,tcp,EWCTSP
gsmp-ancp,6068,tcp,GSMP/ANCP
trip,6069,tcp,TRIP
messageasap,6070,tcp,Messageasap
ssdtp,6071,tcp,SSDTP
diagnose-proc,6072,tcp,DIAGNOSE-PROC
directplay8,6073,tcp,DirectPlay8
max,6074,tcp,Microsoft Max
dpm-acm,6075,tcp,Microsoft DPM Access Control Manager
msft-dpm-cert,6076,tcp,Microsoft DPM WCF Certificates
iconstructsrv,6077,tcp,iConstruct Server
,6080,tcp,Reserved
,6081,tcp,Reserved
,6082,tcp,Reserved
,6083,tcp,Reserved
reload-config,6084,tcp,Peer to Peer Infrastructure Configuration
konspire2b,6085,tcp,konspire2b p2p network
pdtp,6086,tcp,PDTP P2P
ldss,6087,tcp,Local Download Sharing Service
doglms,6088,tcp,SuperDog License Manager
raxa-mgmt,6099,tcp,RAXA Management
synchronet-db,6100,tcp,SynchroNet-db
synchronet-rtc,6101,tcp,SynchroNet-rtc
synchronet-upd,6102,tcp,SynchroNet-upd
rets,6103,tcp,RETS
dbdb,6104,tcp,DBDB
primaserver,6105,tcp,Prima Server
mpsserver,6106,tcp,MPS Server
etc-control,6107,tcp,ETC Control
sercomm-scadmin,6108,tcp,Sercomm-SCAdmin
globecast-id,6109,tcp,GLOBECAST-ID
softcm,6110,tcp,HP SoftBench CM
spc,6111,tcp,HP SoftBench Sub-Process Control
dtspcd,6112,tcp,Desk-Top Sub-Process Control Daemon
dayliteserver,6113,tcp,Daylite Server
wrspice,6114,tcp,WRspice IPC Service
xic,6115,tcp,Xic IPC Service
xtlserv,6116,tcp,XicTools License Manager Service
daylitetouch,6117,tcp,Daylite Touch Sync
,6118,tcp,Reserved
spdy,6121,tcp,SPDY for a faster web
bex-webadmin,6122,tcp,Backup Express Web Server
backup-express,6123,tcp,Backup Express
pnbs,6124,tcp,Phlexible Network Backup Service
damewaremobgtwy,6130,tcp,The DameWare Mobile Gateway Service
nbt-wol,6133,tcp,New Boundary Tech WOL
pulsonixnls,6140,tcp,Pulsonix Network License Service
meta-corp,6141,tcp,Meta Corporation License Manager
aspentec-lm,6142,tcp,Aspen Technology License Manager
watershed-lm,6143,tcp,Watershed License Manager
statsci1-lm,6144,tcp,StatSci License Manager - 1
statsci2-lm,6145,tcp,StatSci License Manager - 2
lonewolf-lm,6146,tcp,Lone Wolf Systems License Manager
montage-lm,6147,tcp,Montage License Manager
ricardo-lm,6148,tcp,Ricardo North America License Manager
tal-pod,6149,tcp,tal-pod
efb-aci,6159,tcp,EFB Application Control Interface
ecmp,6160,tcp,Emerson Extensible Control and Management Protocol
patrol-ism,6161,tcp,PATROL Internet Srv Mgr
patrol-coll,6162,tcp,PATROL Collector
pscribe,6163,tcp,Precision Scribe Cnx Port
lm-x,6200,tcp,LM-X License Manager by X-Formation
,6201,tcp,Reserved
qmtps,6209,tcp,QMTP over TLS
radmind,6222,tcp,Radmind Access Protocol
jeol-nsdtp-1,6241,tcp,JEOL Network Services Data Transport Protocol 1
jeol-nsdtp-2,6242,tcp,JEOL Network Services Data Transport Protocol 2
jeol-nsdtp-3,6243,tcp,JEOL Network Services Data Transport Protocol 3
jeol-nsdtp-4,6244,tcp,JEOL Network Services Data Transport Protocol 4
tl1-raw-ssl,6251,tcp,TL1 Raw Over SSL/TLS
tl1-ssh,6252,tcp,TL1 over SSH
crip,6253,tcp,CRIP
gld,6267,tcp,GridLAB-D User Interface
grid,6268,tcp,Grid Authentication
grid-alt,6269,tcp,Grid Authentication Alt
bmc-grx,6300,tcp,BMC GRX
bmc-ctd-ldap,6301,tcp,"BMC CONTROL-D LDAP SERVER IANA assigned this well-formed service name as a replacement for ""bmc_ctd_ldap""."
bmc_ctd_ldap,6301,tcp,BMC CONTROL-D LDAP SERVER
ufmp,6306,tcp,Unified Fabric Management Protocol
scup,6315,tcp,Sensor Control Unit Protocol
abb-escp,6316,tcp,Ethernet Sensor Communications Protocol
nav-data-cmd,6317,tcp,Navtech Radar Sensor Data Command
repsvc,6320,tcp,Double-Take Replication Service
emp-server1,6321,tcp,Empress Software Connectivity Server 1
emp-server2,6322,tcp,Empress Software Connectivity Server 2
hrd-ncs,6324,tcp,HR Device Network Configuration Service
dt-mgmtsvc,6325,tcp,Double-Take Management Service
dt-vra,6326,tcp,Double-Take Virtual Recovery Assistant
sflow,6343,tcp,sFlow traffic monitoring
streletz,6344,tcp,Argus-Spectr security and fire-prevention systems service
gnutella-svc,6346,tcp,gnutella-svc
gnutella-rtr,6347,tcp,gnutella-rtr
adap,6350,tcp,App Discovery and Access Protocol
pmcs,6355,tcp,PMCS applications
metaedit-mu,6360,tcp,MetaEdit+ Multi-User
,6363,tcp,Reserved
metaedit-se,6370,tcp,MetaEdit+ Server Administration
redis,6379,tcp,An advanced key-value cache and store
metatude-mds,6382,tcp,Metatude Dialogue Server
clariion-evr01,6389,tcp,clariion-evr01
metaedit-ws,6390,tcp,MetaEdit+ WebService API
faxcomservice,6417,tcp,Faxcom Message Service
syserverremote,6418,tcp,SYserver remote commands
svdrp,6419,tcp,Simple VDR Protocol
nim-vdrshell,6420,tcp,NIM_VDRShell
nim-wan,6421,tcp,NIM_WAN
pgbouncer,6432,tcp,PgBouncer
heliosd,6440,tcp,heliosd daemon
tarp,6442,tcp,Transitory Application Request Protocol
sun-sr-https,6443,tcp,Service Registry Default HTTPS Domain
sge-qmaster,6444,tcp,"Grid Engine Qmaster Service IANA assigned this well-formed service name as a replacement for ""sge_qmaster""."
sge_qmaster,6444,tcp,Grid Engine Qmaster Service
sge-execd,6445,tcp,"Grid Engine Execution Service IANA assigned this well-formed service name as a replacement for ""sge_execd""."
sge_execd,6445,tcp,Grid Engine Execution Service
mysql-proxy,6446,tcp,MySQL Proxy
skip-cert-recv,6455,tcp,SKIP Certificate Receive
skip-cert-send,6456,tcp,SKIP Certificate Send
ieee11073-20701,6464,tcp,Port assignment for medical device communication in accordance to IEEE 11073-20701
lvision-lm,6471,tcp,LVision License Manager
sun-sr-http,6480,tcp,Service Registry Default HTTP Domain
servicetags,6481,tcp,Service Tags
ldoms-mgmt,6482,tcp,Logical Domains Management Interface
SunVTS-RMI,6483,tcp,SunVTS RMI
sun-sr-jms,6484,tcp,Service Registry Default JMS Domain
sun-sr-iiop,6485,tcp,Service Registry Default IIOP Domain
sun-sr-iiops,6486,tcp,Service Registry Default IIOPS Domain
